"movie_id","abstract"
"273","The White Sound is a film about a young schizophrenic man dealing with a new town, a new relationship, and the paranoia in his head. A convincingly real and award-winning performance by Daniel Bruhl."
"19512","When a beautiful, smart, suburban 40-year-old mother (Catherine Zeta-Jones) discovers her husband is cheating, she takes her two children to New York City to start over. A demanding new job forces her to hire a nanny, and she chooses 25-year-old Aram (Justin Bartha), who is still trying to figure out what he wants in life. Aram and Sandy gradually become aware of their own undeniable chemistry."
"11439","Pierce Brosnan and Ewen McGregor star in this Roman Polanski film that follows a gifted author hired to ghostwrite the memoirs of a controversial former British Prime Minister(Brosnan). He then becomes a hunted man when he uncovers explosive secrets about the past."
"3","blablblabla\
"
"4556","An extravagant, exotic and moving look at Rembrandt's romantic and professional life, and the controversy he created by the identification of a murderer in the painting THE NIGHT WATCH."
"397","French Kiss is director Kasdan’s best film since the Bodyguard. The plot involves a couple in love and one woman’s attempt to fly to Paris to get her lover back from a business trip and marry him. On the way she unknowingly smuggles something of value that has a petty thief chasing her across France as she chases after her future husband."
"408","With the help of her friends, Bon Jovi and Princess Amidala, Snow White finds a way to defeat the evil queen who doesn't like her because she's more attractive.  Chuck Liddell shines as the dastardly Sean Maxwell.  And there are dwarfs."
"19110","June, 1982 - The First Lebanon War. A lone tank and a paratroopers platoon are dispatched to search a hostile town - a simple mission that turns into a nightmare. The four members of a tank crew find themselves in a violent situation that they cannot contain. Motivated by fear and the basic instinct of survival, they desperately try not to lose themselves in the chaos of war.  "
"958","The first season of the successful American television series that in September of 1994 began with the pilot episode “The One where Monica gets a Roommate.” "
"960","Ross finds out from his lesbian ex-wife that she’s pregnant with his kid. Ross wants to raise the kid together with her. Meanwhile Rachel has to give back her engagement ring which is harder than she thought when she can’t find her ex. Monica is meanwhile at a family reunion receiving criticism from her mother as usual."
"137","A comedy about an egosentric and sinester television weather reporter with a bad case of Deja-Vu. The weather reporter, Bill Murray, is sent to the famous Groundhog Day tradition in the small town of Punxsutawney were he unwillingly has to report on a little more than he expected. Let's just say he had to do a few retakes of the report."
"1242","The first Helloween episode of the Simpsons with three frightening stories."
"1243","Season 2 Episode 12. The Simpson's TV goes out so Homer and Marge tell their children the story of how they first met. The story is revolved around their high school prom and how homer blows his chances of going with Marge. Homer also sings \"The Joker\" by The Steve Miller Band."
"68","Brazil is a Terry Gilliam dystopic black comedy film that reflects the melancholy, dreamlike quality of a famous Brazilian song that’s been translated into English. The film parodies the mostly dysfunctional bureaucratic world we live in and takes us to a post-apocalyptic world in the future yet with our present day attitudes in mind."
"69","Walk the Line depicts the story of singer songwriter Johnny Cash from his childhood up until his success as a musician. Joaquin Phoenix who played Johnny Cash and Reese Whiterspoon who played Cash’s wife June Carter recorded all the songs for the movie themselves."
"70","Million Dollar Baby is the story of a determined young female boxer played by Hillary Swank who desperately wants to be trained by a professional boxing coach, Frankie Dunn played by Clint Eastwood. Dunn is hesitant to train her though."
"71","Director Stephen Daldry delivers a social drama, comedy. A coal mining father from the north English town is in an economic crisis with his job while his son faces a search for his true identity as a ballet dancer with or without his fathers approval."
"72","Homer’s Odyssey is the third episode of the first season of The Simpsons. In this episode Homer is fired at the nuclear plant and becomes an activist for safety in Springfield. "
"74","Human kind is trying to avoid extinction in Steven Spielberg’s film adapted from H.G. Wells world famous novel of the same name."
"75","“We come in peace” is not what those green men from Mars mean when they invade our planet. This star studded cast must play victim to the alien’s fun and games in this comedy homage to science fiction films of the 50’s and 60’s."
"76","A dialogue marathon of a film, this fairy tail love story of an American boy and French girl. During a day and a night together in Vienna their two hearts collide.  "
"77","This is the twisting and scattered story of a man with a condition that makes him unable to make new memories. The last memory he has is the murder of his wife and every second of his life is dedicated to finding the killer and getting revenge. Yet with no short-term memory his task is very difficult."
"78","From the atmospheric vision of Ridley Scott comes this futuristic film noir declared by many as the greatest Science Fiction movie of all times. Based on the novel “Do Androids Dream of Electric Sheep” by Philip K. Dick. "
"80","The sequel to Before Sunrise. In this film the American man and a French woman cross paths again in Paris during his book signing and the book he was signing happened to be about the story of the first time they met 9 years before."
"82","Miami Vice is an feature film based on the 1980’s action/drama TV series. The film tells the story of vice detectives Crockett and Tubbs and how their personal and professional lives are dangerously getting mixed."
"83","Two divers are left out at sea without a boat. There’s nothing but water for miles, unless they look at what’s underneath them..."
"84","The Adventure films series from the Director George Lucas and starring Harrison Ford as the archeologist Henry Indiana Jones."
"85","The adventure-seeking whip-slinging archaeologist goes on a mission to find the lost Ark Of The Covenant before the Nazis get their hands on it. A Steven Spielberg film and part of a series of three extremely popular films."
"86","The Elementary Particles / Elementarteilichen, is a film based off of the controversial novel by Michel Houellebecq about two very different half brothers; one who finds pleasure in his sexual cravings and the other who’s more interested in molecular biology than women."
"87","The second and darker instalment of the Indiana Jones film series. In this film “Indy,” played by Harrison, Ford enters into the Temple of Doom in search for the some lost and mystically powerful stones. He is accompanied by two friends; a small boy and a beautiful blond woman who naturally hates him."
"88","Dirty Dancing tells a 1980’s romantic love story of a girl who secretly falls in love with a dance instructor named Johnny, played by Patrick Swayze, while on a summer vacation with her family. Produced on a small budget this film by Emile Ardolino became one of the most successful films of the 80’s.                  Classic Line 'Nobody puts baby in a corner'. "
"89","The last crusade is the third film in the Indiana Jones film series. This time Sean Connery plays as Indy's father on his adventure to find the Holy Grail."
"90","Beverly Hills Cops gave Eddie Murphy his biggest breakthrough as to being one of the biggest superstars of the 1980’s. Quoted by some to be one of the funniest movies off all time. This action/comedy cop movie tells the story of Detroit cop Axel Foley."
"91","Las Hurdes – Tierra Sin Pan / Land Without Bread / Unpromised Land is a surrealist documentary filmed in Spain in 1932. It is the result of a two month trip through the Las Hurdes region. The film shows the contrasts between the village and the towns in the north of Extremadura, Salamanca and along the boarder of Portugal."
"92","Megacities is a documentary about the slums of five different metropolitan cities."
"93","Anatomy of a Murder from director Otto Preminger is one of the most important films to have changed the industries guidelines of production. With very frank dialogue, first class cast rolls, and one of the first to have a jazz filled musical score, this classic film has past the test of time."
"94","Kunstgriff is a brilliantly filmed black and white short film. Andre F. Nebe gives proof of his storytelling abilities in this 6 minute film."
"95","The Armageddon is coming in the form of meteorites smashing into the earth. A Classic 90’s catastrophe film, if you can call it that, starring Bruce Willis. If you like disastermovies with heroes and adventure you will absolutly love this film!!!!"
"96","The second Beverly Hills Cop film starring Eddie Murphy back as the police officer Axel Foley. Once again the Detroit cop is sent to Beverly Hills; this time Axel along with Friends John Taggart and Billy Rosewood try to track down the man behind the “Alphabet Robberies.”"
"97","While Kevin Flynn is searching his work’s computer system for classified information relating to video games he is digitalized by a laser finding himself in the middle of the computer world. Tron is the first feature film to have long computer generated scenes and thus seen as a milestone in film storytelling history."
"98","Gladiator is an epic historical film of love, death and betrayal. The story is about the Commander Maximus whose success and will to live are destroyed by the evil successor to the Roman Empire. Maximus becomes a slave and must fight as a Gladiator before he can win his freedom and get revenge on the Emperor."
"99","All About My Mother / Todo Sobre Mi Madre – Pedro Almodóvar tells the story of a woman searching for the father of her son as she is confronted with her past. This homage to the mother enticed two million Spaniards into the theaters."
"100","Lock, Sotck & Two Smoking Barrels is a fast paced British comedy about four friends who need to make a lot of cash quick after loosing a sketchy poker match. Lots of British humor, off the wall characters, and a line up of unbelievable scenes put director Guy Ritchie on the map."
"101","Leon/The Professional is a story of a lonely hit-man who saves a little girl, played by Natalie Portman in her first starring role, and thus having to give her a place to stay. It’s an intense and fragile story of their relationship and how they take care of one another."
"102","A strong film about the power of coincidences, love, and the unpredictability of fate. A remake of this Danish film is planned by American director Zack Braff in the coming year."
"104","\"Lola rennt\" is a fast-paced film about love and how every decision in every second can change one’s life drastically. The film brought director Tom Tykwer world wide fame and gave German 90’s films a strong boost."
"105","The first film of the trilogy  as teenager Marty Mcfly travels back in time with help from his friend and time machine inventor Dr. Brown. Marty travels from 1985 back to 1955 running into people he knows like his parents. When it’s time to go back to the future Marty runs into a few unforeseen problems and time is running out."
"106","Predator is a big mix of science fiction, horror, action, war films and of course the muscle packed Arnold Schwarzenegger as the leader of a group of solders on a mission in to rescue a Guatemalan cabinet member from guerilla forces. Set in the jungle the group is attacked my a mysterious predator."
"107","The is second film from British director Guy Ritchie. Snatch tells an obscure story similar to his first fast paced crazy character colliding filled film “Lock, Stock & Two Smoking Barrels.” The film has two overlapping stories– one is the search for a stolen diamond and the other about a boxing promoter who’s having trouble with a psychotic gangster."
"108","Blue This is the first film in a trilogy of films who’s colors make up the three colors of France. With the colors meaning – freedom, equality and brotherliness. “Blue” relating to the French ideals of freedom that are somewhat vague. A film by Krzysztof Kieślowski."
"109","White is the second film from the trilogy by Kieślowski. “White” meaning equality. Here Kieślowski shows his talent at making comedies. It’s about the relationship between Karol, a polish hair dresser, and the beautiful Dominique, who he’s dependant on."
"110","Red This is the third film from the trilogy by Kieślowski. “Red” meaning brotherliness. Here Kieślowski masterly tells strange coincidentally linked stories in the most packed work."
"111","A remake of a classic gangster film of the same name from Howard Hanks in 1932. Scarface tells the rise and fall of the gangster and drug dealer Tony Montana who came to Miami as a refugee from Cuba in the 1980’s. A cult film and one of the most celebrated films of all time."
"112","A romantic comedy told by ordinary people about happiness and unhappiness in love. This Dogma production was shown at the Berlinale in 2001 where it surprisingly won a silver medal."
"113","This South Korean film depicts the life of the ever overwhelming course of nature in the changing seasons."
"114","A modern day fairy tale of a big city prostitute who becomes a princess after a rich man falls in love with her. The film made Julia Roberts a superstar in the 1990’s."
"115","The Coen Brothers bring to life a ficticious day in the life of \"The Dude” through Bowling, Joints, and an endless supply of “White Russian” cocktail. An off the wall adventure of mix-ups, dirty carpets, pornography producers, Nihilists, and psychopaths make this one of the most celebrated films of the ninties."
"116","Match Point is Woody Allen’s satire of the British High Society and the ambition of a young tennis instructor to enter into it. Yet when he must decide between two women - one assuring him his place in high society, and the other that would bring him far from it - palms start to sweat and a dark psychological match in his head begins."
"117","The fight of a Treasury Department agent Elliot Ness against the Chicago underworld and against the boss of all bosses Al Capone. Politicians are mafia patrons and money is going to the wrong hands in this classic gangster film."
"118","The wonderful story of a boy who wins a ticket to meet Willy Wonka take a tour of his magical chocolate factory. This is a remake of the 1964 film of the same name starring Johnny Depp and Directed by Tim Burton."
"119","Director Peter Jackson’s film trilogy based on the famous J.R.R Tolkien novels. "
"120","The Fellowship of the Ring is the first part of the spectacular Oscar winning fantasy film trilogy from Peter Jackson, based on the popular novels by J.R.R. Tolkien. The Fellowship Of The Ring tells the story of Frodo Baggins, a Hobbit who battles against the Dark Lord Sauron to save his world, Middle-earth, from the grip of evil."
"121","The Two Towers is the second of the trilogy of The Lord of the Rings films by Peter Jackson based on the popular novels by J.R.R. Tolkien. In their parallel journeys, the Fellowship will stand against the powerful forces spreading from the Two Towers: Saruman's Orthanc Tower in Isengard and Sauron’s fortress at Barad-dûr, deep within the dark lands of Mordor."
"122","The Return of the King is the third and final film in the Lord of the Ring's trilogy, based on the popular novels by J.R.R. Tolkien. The final battle for Middle-earth begins as Frodo and Sam, led by Gollum, continue their dangerous mission toward the fires of Mount Doom in order to destroy the One Ring."
"123","is an animated fantasy film from 1978 based on the first half of J.R.R Tolkien’s Lord of the Rings novel. The film was mainly filmed using rotoscoping, meaning it was filmed in live action sequences with real actors and then each frame was individually animated."
"129","Spirited Away is an Oscar winning Japanese animated film about a ten year old girl who wonders away from her parents along a path that leads to a world ruled by strange and unusual monster-like animals. Her parents have been changed into pigs along with others inside a bathhouse full of these creatures. Will she ever see the world how it once was?"
"131","Trois Couleurs is a film trilogy who’s colors make up the films and the three colors of France – Blue, White and Red. With the colors meaning – freedom, equality and brotherliness. A film by Krzysztof Kieślowski."
"132","Gimme Shelter is a film about the Rolling Stones live tour in 1969 and focuses on the free Altamont concert that rapidly descended into chaos and death. This documentary shows parts of the concerts, the violence, and the reaction after the fact by the band themselves."
"134","O’Brother, Where Art Thou? Is a Coen Brother film roughly based on Homer’s “Odyssey.” Taking place in the deep south in the 1930’s the film tells the story of three escaped prison workers and their journey for a buried treasure. On their journey they come across many comical characters and  incredible situations."
"135","Don’t Look Back is a documentary of Bob Dylan’s 1965 tour of England. The film begins with the famous and some say best music video of all times \"Subterranean Homesick Blues.” The cameras follow Dylan as he experiments with the electric guitar for the first time."
"136","Freaks lives up to it’s name. This film follows the lives of various performers in a freak show. Besides the amazing display of human deformity the film tells the story about a trapeze artist woman who agrees to marry a popular but small man from the freak show. Yet the little man’s friends don’t think she really loves him and try to help him find the truth."
"138","The legend of vampire Count Dracula begins here with this original 1931 Dracula film from Bela Lugosi."
"140","This Pedro Almodóvar film explores the sexual misconduct in the Catholic Church in 1960’s Spain. The film is about two boys who are mistreated in a Catholic school and the struggles they face later in life with their sexual identity and hatred for priests."
"141","Donnie Darko is a film about a psychologically troubled boy from an seemingly normal upper-middle-class family in the 1980’s who believes he has only a month to live according to what a rabbit told him in his dream. With great music and a parallel universe the film grew to cult status shortly after it’s release in 2001."
"142","Brokeback Mountain is an Ang Lee film about two modern day cowboys meet on a shepherding job in the summer of ’63. The two share a raw and powerful summer together that turns into a life long relationship conflicting with the lives they are supposed to live. "
"143","Is a 1930 American film about the lives of young German soldiers during World War 1. The film shows the horrors of war and how these young men had not conceived of such evil when signing up to fight. They eventually become sad, tormented, and confused of their purpose."
"146","Crouching Tiger Hidden Dragon is an epic Chinese martial arts film. Ang Lee delivers in a classical storytelling manner breathtaking landscapes exciting fight scenes and many unforgettably beautiful images. "
"149","Akira is a landmark in Anime story telling. Like Star War films defined science fiction, Akira becomes more than just an Anime with some of the most beautiful and breathtaking animation ever made. The film is based on the comic by the same name by Katsuhiro Otomo . Set in a future Tokyo where life is dangerous and quick and technology wants to control the craziness of a city after World War 3."
"150","48 HRS. A film about a white cop who takes a black criminal out of jail to help him find a killer. They end up making a very comical pair."
"151","Star Trek a futuristic science fiction franchise. With a space ship that can travel faster than the speed of light, galaxies to explore, and cool skin tight suits to beam up in, Star Trek has been, since the 1960’s, a series of Films, various TV series, video games, the host of many spin-offs, and the possibly the first to use the cell phone. Star Trek fans are some of the most devout."
"152","Star Trek – The Motion Picture is the first feature film based off of the popular science fiction TV series by the same name. With such characters as Captain Kirk and Spock this would be the first of many films to come."
"153","Lost in Translation is the widely successful debut film of Sofia Coppola. Set in Tokyo under the bustling city life and lights, the two main characters from different generations build a surprising friendship on their common bond of insomnia and boredom. The film is a slow, dreamy and at times hilarious look at their relationship and the city through which they're aimlessly drifting."
"154","Star Trek 2 – The Wrath of Khan is the second feature film base on the popular TV series. Regarded as the best Star Trek film this one is even enjoyable by non Star Trek fans. Admiral Kirk is in a battle with Khan who seeks revenge on Kirk after being imprisoned by him. The story takes off from a popular episode in original TV series."
"157","The Search for Spock. Spock's body is stuck on planet Genesis as Admiral Kirk and his crew must steal the decommissioned Enterprise spaceship and save him."
"161","Ocean’s Eleven is a remake on the original 1960’s film of the same name starring the “Rat Pack” yet this time with a modern star studded line up. In the film an infamous gangster named Danny Ocean leads a group of eleven friends to rob the biggest casino vault in Las Vegas during a popular boxing match."
"162","Edward Scissorhands is a classic Tim Burton and Johnny Depp film about a small suburban town that receives a visit from a castaway unfinished science experiment named Edward. A satire on the normality of Middle-America and their fear of outsiders. A magical fairytale story of loneliness, learning, and love; that will make you laugh, curse, and cry."
"163","Ocean’s Twelve is the second film with the Ocean Eleven squad. This time they head over to Europe to pull off three separate jobs in three separate countries. A determined criminal is trying to stop them from succeeding to be the greatest thieves of all time while a Europol agent is threatening to take revenge on them by knowing links to the squads past that could put them away for good."
"164","Breakfast at Tiffany’s is a classic public-adored film with the ever charming Audrey Hepburn who makes a living by clipping her wealthy escorts for money. Based the novella by Truman Capote this painfully beautiful story of a lively New York girl who comes to liking a man that has moved in next door has touched it’s viewers and left the popular theme-song “Moon River\" in their head forever."
"167","K-Pax is based on a novel and stars Jeff Bridges as a psychiatrist trying to figure out if his patient Kevin Spacey is an alien from another planet or just faking it."
"168","The Earth must be saved from aliens yet the only solution lies back in time. Kirk and his crew travel back to the crazy year of 1986 where they land in San Francisco."
"169","The aliens are back and this time killing people in Los Angeles. Danny Glover plays the Lieutenant Mike Harrigan who’s working at fighting the war against drugs when he finds out the murderer is the Predator."
"170","28 Days Later is a suspense horror film about an extremely deadly virus that kills most people in the UK, leaving a group of survivors to fight for their lives as the people infected by the virus try to kill them. Will anybody survive the rage?"
"172","The Final Frontier is the fifth in the Star Trek film series and probably the most disliked by fans. A renegade Vulcan hijacks the starship Enterprise in attempt to take it into the center of the galaxy to find God."
"173","The Nautilaus Ship commanded by Captain Nemo go out on an adventure to find the claimed monster that had sunk many ships at sea in the 1860’s. A wonder performance by James Mason and a new twist on the Science Fiction genre."
"182","An American journalist bplayed by George Clooney arrives in Berlin just after the end of World War Two. He becomes involved in a murder mystery surrounding a dead GI who washes up at a lakeside mansion during the Potsdam negotiations between the Allied powers. Soon his investigation connects with his search for his married pre-war German lover played by Cate Blanchett."
"174","The Enterprise must save the peace between the Federation and the Klingons. The sixth and last Star Trek film with the original cast and directed by Nicholas Meyer."
"175","The Big Blue is a captivating tragedy about the friendship and rivalry of two men and their passion for the ocean and diving."
"176","A cruel psychopath looks for people to be the victims of this murderous game. Two men are trapped in a room and must solve riddles and be witness to awful disgusting things before they either escape or die. The film spawn more with the same name and theme."
"177","A turbulent mix of tragic comedy and myth told by director Terry Gilliam. Two troubled men face their terrible destinies and events of their past as they join together on a mission to find the Holy Grail and thus to save themselves."
"178","Blown Away tells the story of Jimmy Dove who works for the Boston bomb squad. Shortly after Dove leaves the force his partner is killed by a bomb that Dove thinks might have been made by someone he knows."
"179","A thriller about an interpreter who has overheard an assassination attempt in the UK. An American Secret Service agent is sent to investigate as Silvia Broome, the interpreter, is in danger of being killed by the assassins."
"180","A Steven Spielberg film based on the dytopic science fiction short story by Philip K. Dick. Tom Cruise is a cop in the future who arrest people before they kill yet things turn bad when Cruise is accused of a murder and is forced to run and figure out his destiny."
"183","The Wizard is a story about two brothers who run away from divorcing parents to cross the country and compete in a national video game championship."
"184","Jackie Brown is a Quentin Tarantino film based on Elmar Leonards romance novel ‘Punch Drunk.’ The film stars Pam Grier as Jackie Brown, a flight attendant who gets caught in the middle of smuggling fun money for her boss. The least violent of Tarantino's films."
"184","Jackie Brown is a Quentin Tarantino film based on Elmar Leonards romance novel ‘Punch Drunk.’ The film stars Pam Grier as Jackie Brown, a flight attendant who gets caught in the middle of smuggling fun money for her boss."
"185","Clockwork Orange is one of Stanley Kubrick’s greatest works about a gang of dangerous teenagers in future Britain. One member tries to get out and is beaten up and left for the police. He’s given the option to help the police to find his old gang or stay in jail for a long time. Based on a novel, the film was personally put into theathers by the Kubrick adding to the films importance and strength."
"186","Slevin is mistakenly put in the middle of a personal war between the city’s biggest criminal bosses. Under constant watch, Slevin must try not to get killed by an infamous assassin and come up with an idea of how to get out of his current dilemma. A film with many twists and turns."
"187","The first of three films based on the beautiful comic world of Frank Miller. Sin City depicts the comic book almost page for page with it’s heavy contrast black and white extremely violent and graphic imagery. Sin City is set in a dangerous and dark Basin City where corruption, sex and violence is everyday life."
"188","The Sin City series. Director Robert Rodriguez makes the legendary comic artist Frank Miller (Batman and Daredevil) into a series of films depicting his Sin City comics. The films however are not for children."
"190","A German Documentary about the “village of friendship” that was created by American Veteran George Mizo to help the Vietnamese kids suffering from the Vietnam War."
"193","The Enterprise is in a fight against a maniac scientist while Captain Piccard unexpectedly receives help from a legend. The seventh film in the Star Trek series and the first to star the Next Generation Crew."
"195","Trouble in Paradise is one of the most important films of Actor, Producer, and Director Ernst Lubitisch, and his personal favorite of all the films he’s made. A story of two thieves who fall in love and begin doing jobs together under the employment of a beautiful woman who stirs up the relationship."
"196","The final installment of amusing time-traveling trilogy Back to the Future sends Marty and his scientist friend Doc Brown back in time to the Old West in the year 1885. Things are rosy until Marty must somehow travel in time to prevent Doc from being shot dead."
"197","Braveheart is the lavish Hollywood production of an English occupied Scottish Highlands in the 13th century. Mel Gibson plays the roll of a historical freedom fighter and national hero named William Wallace. The brave Wallace must inspire his people to fight for their freedom against great odds. The film became the most successful film at the Oscars in 1995."
"199","The Borg, the biggest enemy of the Federation is approaching the earth. In order to save the planet from alien contact Captain Picard must follow the Borg through time back to the 21st Century where he must face his worst nightmare. This is the eight film in the Star Trek series."
"200","The ninth film of the Star Trek series, now Captain Picard and his crew must travel to a planet with magical properties of prolonging life to save it from being taken over by an alien race. The movie was filmed mostly in the Sierras giving the series a pause away from their space adventures."
"201","Another planned attack on earth and Captain Picard meets his genetic clone and must figure out his past. This is the tenth film in the Star Trek series."
"202","Star Trek is an ever evolving science fiction television series that was produced from 1966 to 1968. All together 80 episodes from which all but one was aired. The incredible popularity of the series boomed once it was sold to a popular television channel. "
"316","In the style of a documentary this tragic comedy tells the story of a relationship crisis between two married couples and their longing to break out of their miserable daily lives.  In this East German post-wall movie Andreas Dresen introduces the sad everyday life of two couples from Frankfurt an der Oder in a honest and tolerable manner."
"191","With 1970’s Germany in the background this film depicts the story of a family from the “R.A.F. Terrorist” group and their search for a normal life and their inner self. "
"194","The fabulous world of Amélie is told in this colorful surrealistic film about a quirky girl with even quirkier hobbies. Audrey Tautou glows in the roll of a lifetime as a charming girl on a mission to uncover a mystery. The film achieved cult status soon after it’s release and became the most successful French production."
"198","To Be or Not to Be is a statement against the Nazi regime. A propaganda film about the Polish resilience with a slight comedic aspect."
"203","Mean Streets is the pioneering artistic film from director Martin Scorseses. With it’s experimental ease this gangster film documented the rules and rights structure and laws of the Italian-American small time criminal ambiance from 1960’s New York."
"204","The Wages of Fear / Le Salaire de la Peur – is a black and white French classic by Clouzot about a South American village in the 1950’s where men who are paid to transporting extremely dangerous nitroglycerine. The story is about the rivalry that grows between the two groups of drivers. An art road genre movie."
"205","Inspired by true events this film takes place in Rwanda in the 1990’s when more than a Million Tutsis’ were killed in a Genocide that went mostly unnoticed by the rest of the world. Hotel owner Paul Rusesabagina houses over a thousand refuges in his hotel in attempt to save their lives."
"206","Paradise Found is a biography about the painter Paul Gauguin. Focusing on his personal conflict between citizen life and his family life and the art scene in Frane. In an incredible imagery montage Gauguin manages to make a successful living in the South Pacific, while being in opposition to France."
"207","Dead Poets Society tells the story of a group of college friends who grow an extremely close bond with their English professor. The professor, Keating, tells them of a secret society of people who go against the status quo and encourages them to each go on their own path and ‘seize the day.’"
"208","Star Trek: The Next Generation is a continuation of the popular science fiction television series created by Gene Roddenberry. Set in the 24th Century aboard the USS Enterprise and 80 years after the original Star Trek, This new series gained wide spread popularity."
"209","Season 1 premiered with a two hour pilot on September 28, 1987 and was followed by 178 episodes. "
"210","Encounter at Farpoint was the 2 hour pilot episode that started the ‘Next Generation’ of Star Trek. The crew of the USS Enterprise in caught in a fight of the mind with beings far superior than their own. Will they fall to the mysterious evil or will there be another episode."
"211","Berlin is in Germany is a tragic comedy in which an ex-prisoner from east Berlin must find his place in the newly united city. From Director Hannes Stöhr."
"212","The American screwball comedy from 1944 based off of the theatrical piece of the same name from Joseph Kesselring adapted from the author Julius J. Epstein. Cary Grant’s hands are full when his crazy family neglects his marriage."
"213","Middle-aged Madison Avenue advertising executive Roger O. Thornhill is mistaken for a government agent by a gang of spies. He gets involved in a series of misadventures and is pursued across the States by both the spies and the government whilst being helped by a beautiful blonde."
"214","Saw 3 is the third installment in the Saw trilogy of terror that follows a puzzle playing villain named “Jigsaw” and his deadly games he plays on innocent victims. "
"215","Saw 2 is the second riddle based blood filled terror shocker of a film from the Saw series. Participant victims must follow a list of hints and find their bloody way out before they die of a lethal nerve gas."
"216","A simple, delicate, melodramatic German film about a loneliness. With a double moral story about the tainted love between an old woman and a younger dark-colored immigrant worker."
"217","Indiana Jones and the Ravages of Time is the much awaited fourth film in the Indiana Jones series set to come out in theaters in 2008."
"218","An emotionless killing-machine robot from the future comes back in time to the year 1984 to kill the mother of a future rebel leader. A classic Arnold Schwarzenegger film and known even today as a cult film."
"219","A film Pedro Almodóvar film about the power of lonely women and their return in our modern day culture. Almodóvar goes back into his favorite genre of dramatic comedy as well as filming it in his birth town of La Mancha. The film stars Penelope Cruz."
"220","East of Eden is a film based after the novel of the same name by John Steinbeck. The film illustrates the character of a young rebellious son, played by James Dean, who only really wants his father’s love."
"221","The most intimate of Nicholas Ray’s films. About a young troubled youth in a new town. This film embodies what it was like for post-war kids in Middle-America. The kid, played by James Dean in his one of his greatest yet sadly his last performance as he was killed in a car crash before the films release, finds friends, a girl, and shows off with knife fights and racing cars towards cliffs. "
"222","Berlin is Walter Ruttmanns black and white documentary of Berlin in 1927. The big city symphony shows a day in the life of metropolitan Berlin. Showing the industrial uprising as well as the lives and working circumstances of the time."
"223","Rebecca is the first Hollywood film from Alfred Hitchcock and received the Academy Award for Best Picture in 1941. A timeless tale of a woman who marries a widower and fears that she will never live up to the deceased wife. With excellently played rolls and a story that never seems wrong this film is a true classic."
"224","Man of Marble is a Polish film about a student making a film about a bricklayer who was once idolized. She interviews people who knew him and finds old footage that lead to an unfolding mystery that causes her producer to cancel the project."
"226","Boys Don’t Cry is a multi-award winning drama about identity and love. The film tells the true story of Brandon Teena, a man who lives in a woman’s body who was at the age of 21 was raped and murdered."
"227","The Outsiders is Francis Ford Coppola’s translation of the novel by Susan Eloise of the same name. It tells the story of two rival youth gangs. Filmed in 1983 with a superstar hunk of a cast."
"228","The Blue Angel / Der Blaue Engel is a 1930 German film from Josef von Starnberg. An adaptation of the 1905 novel “The Blue Angel: Small Town Tyrant.”"
